comment_id,trait,annotator_1,annotator_2,annotator_3,majority_vote
207,Mockery,1,1,,1
208,Mockery,0,0,,0
209,Mockery,0,0,,0
210,Mockery,0,0,,0
211,Mockery,0,0,,0
212,Mockery,1,1,,1
213,Mockery,0,0,,0
214,Mockery,0,0,,0
215,Mockery,1,1,,1
216,Mockery,0,0,,0
217,Mockery,0,1,0.0,0
218,Mockery,0,1,0.0,0
219,Mockery,0,0,,0
220,Mockery,0,0,,0
221,Mockery,0,0,,0
222,Mockery,0,0,,0
223,Mockery,0,0,,0
224,Mockery,0,0,,0
225,Mockery,0,0,,0
226,Mockery,0,1,0.0,0
227,Mockery,0,0,,0
228,Mockery,0,0,,0
229,Mockery,0,0,,0
230,Mockery,0,0,,0
231,Mockery,0,0,,0
232,Mockery,0,0,,0
233,Mockery,0,0,,0
234,Mockery,0,0,,0
235,Mockery,0,0,,0
236,Mockery,0,0,,0
237,Mockery,0,0,,0
238,Mockery,0,0,,0
239,Mockery,0,0,,0
240,Mockery,0,0,,0
241,Mockery,0,0,,0
242,Mockery,0,0,,0
243,Mockery,0,0,,0
244,Mockery,0,0,,0
245,Mockery,0,0,,0
246,Mockery,0,0,,0
247,Mockery,1,1,,1
248,Mockery,0,0,,0
249,Mockery,0,0,,0
250,Mockery,0,0,,0
251,Mockery,0,0,,0
252,Mockery,0,0,,0
253,Mockery,0,0,,0
254,Mockery,0,0,,0
255,Mockery,1,1,,1
256,Mockery,0,0,,0
257,Mockery,0,0,,0
258,Mockery,0,0,,0
259,Mockery,0,0,,0
260,Mockery,0,0,,0
261,Mockery,0,0,,0
262,Mockery,0,0,,0
263,Mockery,0,0,,0
264,Mockery,0,0,,0
265,Mockery,0,0,,0
266,Mockery,0,0,,0
267,Mockery,0,0,,0
268,Mockery,0,0,,0
269,Mockery,1,1,,1
270,Mockery,0,0,,0
271,Mockery,1,1,,1
272,Mockery,0,0,,0
273,Mockery,0,0,,0
274,Mockery,0,0,,0
275,Mockery,0,0,,0
276,Mockery,1,1,,1
277,Mockery,0,0,,0
278,Mockery,0,0,,0
279,Mockery,0,0,,0
280,Mockery,0,0,,0
281,Mockery,0,0,,0
282,Mockery,0,0,,0
283,Mockery,0,0,,0
284,Mockery,0,0,,0
285,Mockery,0,0,,0
286,Mockery,0,0,,0
287,Mockery,0,0,,0
288,Mockery,0,0,,0
289,Mockery,0,0,,0
290,Mockery,1,1,,1
291,Mockery,1,1,,1
292,Mockery,0,0,,0
293,Mockery,0,0,,0
294,Mockery,0,0,,0
295,Mockery,0,0,,0
296,Mockery,0,0,,0
297,Mockery,0,0,,0
298,Mockery,0,0,,0
299,Mockery,0,0,,0
300,Mockery,0,0,,0
301,Mockery,1,1,,1
302,Mockery,0,0,,0
303,Mockery,0,0,,0
304,Mockery,0,0,,0
305,Mockery,0,0,,0
306,Mockery,0,0,,0
307,Mockery,1,1,,1
308,Mockery,0,0,,0
309,Mockery,0,0,,0
310,Mockery,0,0,,0
1,Dismissive attitude,0,0,,0
2,Dismissive attitude,0,0,,0
3,Dismissive attitude,0,0,,0
4,Dismissive attitude,0,0,,0
5,Dismissive attitude,0,0,,0
6,Dismissive attitude,0,0,,0
7,Dismissive attitude,0,0,,0
8,Dismissive attitude,1,1,,1
9,Dismissive attitude,1,0,0.0,0
10,Dismissive attitude,0,0,,0
11,Dismissive attitude,0,0,,0
12,Dismissive attitude,0,0,,0
13,Dismissive attitude,0,0,,0
14,Dismissive attitude,0,0,,0
15,Dismissive attitude,0,0,,0
16,Dismissive attitude,0,0,,0
17,Dismissive attitude,0,0,,0
18,Dismissive attitude,0,0,,0
19,Dismissive attitude,1,1,,1
20,Dismissive attitude,0,0,,0
21,Dismissive attitude,0,0,,0
22,Dismissive attitude,0,0,,0
23,Dismissive attitude,0,0,,0
24,Dismissive attitude,0,0,,0
25,Dismissive attitude,0,0,,0
26,Dismissive attitude,1,0,0.0,0
27,Dismissive attitude,1,0,0.0,0
28,Dismissive attitude,0,0,,0
29,Dismissive attitude,0,0,,0
30,Dismissive attitude,1,1,,1
31,Dismissive attitude,0,0,,0
32,Dismissive attitude,0,0,,0
33,Dismissive attitude,0,0,,0
34,Dismissive attitude,0,0,,0
35,Dismissive attitude,0,0,,0
36,Dismissive attitude,0,0,,0
37,Dismissive attitude,0,0,,0
38,Dismissive attitude,0,0,,0
39,Dismissive attitude,0,0,,0
40,Dismissive attitude,0,0,,0
41,Dismissive attitude,0,0,,0
42,Dismissive attitude,0,0,,0
43,Dismissive attitude,1,0,0.0,0
44,Dismissive attitude,0,0,,0
45,Dismissive attitude,1,1,,1
46,Dismissive attitude,0,0,,0
47,Dismissive attitude,0,0,,0
48,Dismissive attitude,0,0,,0
49,Dismissive attitude,0,0,,0
50,Dismissive attitude,0,0,,0
51,Dismissive attitude,0,0,,0
52,Dismissive attitude,0,0,,0
53,Dismissive attitude,0,1,0.0,0
54,Dismissive attitude,0,0,,0
55,Dismissive attitude,0,0,,0
56,Dismissive attitude,0,0,,0
57,Dismissive attitude,0,0,,0
58,Dismissive attitude,0,0,,0
59,Dismissive attitude,0,0,,0
60,Dismissive attitude,1,1,,1
61,Dismissive attitude,0,0,,0
62,Dismissive attitude,0,0,,0
63,Dismissive attitude,0,0,,0
64,Dismissive attitude,0,0,,0
65,Dismissive attitude,0,1,1.0,1
66,Dismissive attitude,0,0,,0
67,Dismissive attitude,0,1,0.0,0
68,Dismissive attitude,0,0,,0
69,Dismissive attitude,0,0,,0
70,Dismissive attitude,0,0,,0
71,Dismissive attitude,0,0,,0
72,Dismissive attitude,0,0,,0
73,Dismissive attitude,0,0,,0
74,Dismissive attitude,0,0,,0
75,Dismissive attitude,0,0,,0
76,Dismissive attitude,1,1,,1
77,Dismissive attitude,0,0,,0
78,Dismissive attitude,0,0,,0
79,Dismissive attitude,0,0,,0
80,Dismissive attitude,0,0,,0
81,Dismissive attitude,0,0,,0
82,Dismissive attitude,0,0,,0
83,Dismissive attitude,0,1,0.0,0
84,Dismissive attitude,0,0,,0
85,Dismissive attitude,0,0,,0
86,Dismissive attitude,0,0,,0
87,Dismissive attitude,0,0,,0
88,Dismissive attitude,1,1,,1
89,Dismissive attitude,0,0,,0
90,Dismissive attitude,0,0,,0
91,Dismissive attitude,0,0,,0
92,Dismissive attitude,0,0,,0
93,Dismissive attitude,0,0,,0
94,Dismissive attitude,1,1,,1
95,Dismissive attitude,0,0,,0
96,Dismissive attitude,0,0,,0
97,Dismissive attitude,0,0,,0
98,Dismissive attitude,0,0,,0
99,Dismissive attitude,0,0,,0
100,Dismissive attitude,0,0,,0
101,Dismissive attitude,0,0,,0
102,Dismissive attitude,0,0,,0
103,Dismissive attitude,0,0,,0
104,Dismissive attitude,0,0,,0
105,Dismissive attitude,0,0,,0
106,Dismissive attitude,0,0,,0
107,Dismissive attitude,0,0,,0
108,Dismissive attitude,1,1,,1
109,Dismissive attitude,0,0,,0
110,Dismissive attitude,0,0,,0
111,Dismissive attitude,0,0,,0
112,Dismissive attitude,0,0,,0
113,Dismissive attitude,0,0,,0
114,Dismissive attitude,1,1,,1
115,Dismissive attitude,0,0,,0
116,Dismissive attitude,0,1,0.0,0
117,Dismissive attitude,0,0,,0
118,Dismissive attitude,0,0,,0
119,Dismissive attitude,1,0,0.0,0
120,Dismissive attitude,0,0,,0
121,Dismissive attitude,0,0,,0
122,Dismissive attitude,1,1,,1
123,Dismissive attitude,0,0,,0
124,Dismissive attitude,0,0,,0
125,Dismissive attitude,0,0,,0
126,Dismissive attitude,0,0,,0
127,Dismissive attitude,0,0,,0
128,Dismissive attitude,0,1,0.0,0
129,Dismissive attitude,0,0,,0
130,Dismissive attitude,0,0,,0
131,Dismissive attitude,0,0,,0
132,Dismissive attitude,0,0,,0
133,Dismissive attitude,0,0,,0
134,Dismissive attitude,0,0,,0
135,Dismissive attitude,0,0,,0
136,Dismissive attitude,0,0,,0
137,Dismissive attitude,0,0,,0
138,Dismissive attitude,0,0,,0
139,Dismissive attitude,1,1,,1
140,Dismissive attitude,0,0,,0
141,Dismissive attitude,0,0,,0
142,Dismissive attitude,0,0,,0
143,Dismissive attitude,0,0,,0
144,Dismissive attitude,0,0,,0
145,Dismissive attitude,1,1,,1
146,Dismissive attitude,0,0,,0
147,Dismissive attitude,0,0,,0
148,Dismissive attitude,0,0,,0
149,Dismissive attitude,0,0,,0
150,Dismissive attitude,0,0,,0
151,Dismissive attitude,0,0,,0
152,Dismissive attitude,0,0,,0
153,Dismissive attitude,0,0,,0
154,Dismissive attitude,1,1,,1
155,Dismissive attitude,1,1,,1
156,Dismissive attitude,0,0,,0
157,Dismissive attitude,0,0,,0
158,Dismissive attitude,0,0,,0
159,Dismissive attitude,0,0,,0
160,Dismissive attitude,0,0,,0
161,Dismissive attitude,0,0,,0
162,Dismissive attitude,0,1,0.0,0
163,Dismissive attitude,0,0,,0
164,Dismissive attitude,0,0,,0
165,Dismissive attitude,0,0,,0
166,Dismissive attitude,0,1,1.0,1
167,Dismissive attitude,0,0,,0
168,Dismissive attitude,1,0,0.0,0
169,Dismissive attitude,0,0,,0
170,Dismissive attitude,0,0,,0
171,Dismissive attitude,0,0,,0
172,Dismissive attitude,0,0,,0
173,Dismissive attitude,1,1,,1
174,Dismissive attitude,0,0,,0
175,Dismissive attitude,0,0,,0
176,Dismissive attitude,1,0,0.0,0
177,Dismissive attitude,0,0,,0
178,Dismissive attitude,0,0,,0
179,Dismissive attitude,0,0,,0
180,Dismissive attitude,0,0,,0
181,Dismissive attitude,0,0,,0
182,Dismissive attitude,0,0,,0
183,Dismissive attitude,0,0,,0
184,Dismissive attitude,0,0,,0
185,Dismissive attitude,0,0,,0
186,Dismissive attitude,0,0,,0
187,Dismissive attitude,0,0,,0
188,Dismissive attitude,0,0,,0
189,Dismissive attitude,1,1,,1
190,Dismissive attitude,0,0,,0
191,Dismissive attitude,0,0,,0
192,Dismissive attitude,0,0,,0
193,Dismissive attitude,0,0,,0
194,Dismissive attitude,1,1,,1
195,Dismissive attitude,0,0,,0
196,Dismissive attitude,0,0,,0
197,Dismissive attitude,0,0,,0
198,Dismissive attitude,0,0,,0
199,Dismissive attitude,0,0,,0
200,Dismissive attitude,0,0,,0
201,Dismissive attitude,0,0,,0
202,Dismissive attitude,0,0,,0
203,Dismissive attitude,0,0,,0
204,Dismissive attitude,0,0,,0
205,Dismissive attitude,1,1,,1
206,Dismissive attitude,0,0,,0
207,Dismissive attitude,0,1,0.0,0
208,Dismissive attitude,0,0,,0
209,Dismissive attitude,0,1,0.0,0
210,Dismissive attitude,0,0,,0
211,Dismissive attitude,1,1,,1
212,Dismissive attitude,0,0,,0
213,Dismissive attitude,0,0,,0
214,Dismissive attitude,1,1,,1
215,Dismissive attitude,0,0,,0
216,Dismissive attitude,0,0,,0
217,Dismissive attitude,0,0,,0
218,Dismissive attitude,0,0,,0
219,Dismissive attitude,0,0,,0
220,Dismissive attitude,1,1,,1
221,Dismissive attitude,0,0,,0
222,Dismissive attitude,0,0,,0
223,Dismissive attitude,1,1,,1
224,Dismissive attitude,0,0,,0
225,Dismissive attitude,0,0,,0
226,Dismissive attitude,1,1,,1
227,Dismissive attitude,0,0,,0
228,Dismissive attitude,0,0,,0
229,Dismissive attitude,0,0,,0
230,Dismissive attitude,0,0,,0
231,Dismissive attitude,0,0,,0
232,Dismissive attitude,0,0,,0
233,Dismissive attitude,0,0,,0
234,Dismissive attitude,1,1,,1
235,Dismissive attitude,0,0,,0
236,Dismissive attitude,0,0,,0
237,Dismissive attitude,0,0,,0
238,Dismissive attitude,1,1,,1
239,Dismissive attitude,0,0,,0
240,Dismissive attitude,0,0,,0
241,Dismissive attitude,0,0,,0
242,Dismissive attitude,0,0,,0
243,Dismissive attitude,0,0,,0
244,Dismissive attitude,0,0,,0
245,Dismissive attitude,0,0,,0
246,Dismissive attitude,0,0,,0
247,Dismissive attitude,1,1,,1
248,Dismissive attitude,0,0,,0
249,Dismissive attitude,0,0,,0
250,Dismissive attitude,0,0,,0
251,Dismissive attitude,0,0,,0
252,Dismissive attitude,0,0,,0
253,Dismissive attitude,0,0,,0
254,Dismissive attitude,1,0,0.0,0
255,Dismissive attitude,0,0,,0
256,Dismissive attitude,1,0,0.0,0
257,Dismissive attitude,0,0,,0
258,Dismissive attitude,0,0,,0
259,Dismissive attitude,0,0,,0
260,Dismissive attitude,0,0,,0
261,Dismissive attitude,0,0,,0
262,Dismissive attitude,0,0,,0
263,Dismissive attitude,0,0,,0
264,Dismissive attitude,0,1,0.0,0
265,Dismissive attitude,1,0,0.0,0
266,Dismissive attitude,0,0,,0
267,Dismissive attitude,0,0,,0
268,Dismissive attitude,1,1,,1
269,Dismissive attitude,0,0,,0
270,Dismissive attitude,0,0,,0
271,Dismissive attitude,0,0,,0
272,Dismissive attitude,0,0,,0
273,Dismissive attitude,0,0,,0
274,Dismissive attitude,0,0,,0
275,Dismissive attitude,0,0,,0
276,Dismissive attitude,1,0,0.0,0
277,Dismissive attitude,0,0,,0
278,Dismissive attitude,0,0,,0
279,Dismissive attitude,0,0,,0
280,Dismissive attitude,0,0,,0
281,Dismissive attitude,0,0,,0
282,Dismissive attitude,0,0,,0
283,Dismissive attitude,0,0,,0
284,Dismissive attitude,0,0,,0
285,Dismissive attitude,0,0,,0
286,Dismissive attitude,0,0,,0
287,Dismissive attitude,0,1,0.0,0
288,Dismissive attitude,0,0,,0
289,Dismissive attitude,0,0,,0
290,Dismissive attitude,1,1,,1
291,Dismissive attitude,0,1,0.0,0
292,Dismissive attitude,0,0,,0
293,Dismissive attitude,0,0,,0
294,Dismissive attitude,0,0,,0
295,Dismissive attitude,0,0,,0
296,Dismissive attitude,0,0,,0
297,Dismissive attitude,0,0,,0
298,Dismissive attitude,0,0,,0
299,Dismissive attitude,0,1,1.0,1
300,Dismissive attitude,0,0,,0
301,Dismissive attitude,0,0,,0
302,Dismissive attitude,0,0,,0
303,Dismissive attitude,0,0,,0
304,Dismissive attitude,0,0,,0
305,Dismissive attitude,0,0,,0
306,Dismissive attitude,0,0,,0
307,Dismissive attitude,0,0,,0
308,Dismissive attitude,0,0,,0
309,Dismissive attitude,0,0,,0
310,Dismissive attitude,0,0,,0
1,Personal attacks,0,0,,0
2,Personal attacks,1,1,,1
3,Personal attacks,0,0,,0
4,Personal attacks,0,0,,0
5,Personal attacks,0,1,1.0,1
6,Personal attacks,0,0,,0
7,Personal attacks,0,0,,0
8,Personal attacks,0,0,,0
9,Personal attacks,0,1,0.0,0
10,Personal attacks,0,0,,0
11,Personal attacks,0,0,,0
12,Personal attacks,0,0,,0
13,Personal attacks,0,0,,0
14,Personal attacks,0,0,,0
15,Personal attacks,0,0,,0
16,Personal attacks,0,0,,0
17,Personal attacks,0,0,,0
18,Personal attacks,1,1,,1
19,Personal attacks,0,0,,0
20,Personal attacks,0,0,,0
21,Personal attacks,0,0,,0
22,Personal attacks,0,1,0.0,0
23,Personal attacks,0,0,,0
24,Personal attacks,0,0,,0
25,Personal attacks,0,0,,0
26,Personal attacks,0,0,,0
27,Personal attacks,0,0,,0
28,Personal attacks,0,0,,0
29,Personal attacks,0,0,,0
30,Personal attacks,0,0,,0
31,Personal attacks,0,0,,0
32,Personal attacks,0,0,,0
33,Personal attacks,0,0,,0
34,Personal attacks,0,0,,0
35,Personal attacks,0,0,,0
36,Personal attacks,0,0,,0
37,Personal attacks,0,0,,0
38,Personal attacks,0,0,,0
39,Personal attacks,0,0,,0
40,Personal attacks,0,0,,0
41,Personal attacks,0,0,,0
42,Personal attacks,0,0,,0
43,Personal attacks,0,0,,0
44,Personal attacks,0,0,,0
45,Personal attacks,1,0,1.0,1
46,Personal attacks,1,1,,1
47,Personal attacks,0,0,,0
48,Personal attacks,0,0,,0
49,Personal attacks,0,0,,0
50,Personal attacks,0,0,,0
51,Personal attacks,1,1,,1
52,Personal attacks,1,1,,1
53,Personal attacks,1,1,,1
54,Personal attacks,0,0,,0
55,Personal attacks,0,0,,0
56,Personal attacks,0,0,,0
57,Personal attacks,0,0,,0
58,Personal attacks,0,0,,0
59,Personal attacks,0,0,,0
60,Personal attacks,0,0,,0
61,Personal attacks,0,0,,0
62,Personal attacks,0,0,,0
63,Personal attacks,1,1,,1
64,Personal attacks,0,0,,0
65,Personal attacks,0,0,,0
66,Personal attacks,0,0,,0
67,Personal attacks,0,0,,0
68,Personal attacks,0,0,,0
69,Personal attacks,0,0,,0
70,Personal attacks,0,0,,0
71,Personal attacks,0,0,,0
72,Personal attacks,1,1,,1
73,Personal attacks,0,0,,0
74,Personal attacks,0,0,,0
75,Personal attacks,0,0,,0
76,Personal attacks,1,1,,1
77,Personal attacks,0,0,,0
78,Personal attacks,0,0,,0
79,Personal attacks,0,0,,0
80,Personal attacks,0,0,,0
81,Personal attacks,0,0,,0
82,Personal attacks,0,0,,0
83,Personal attacks,0,0,,0
84,Personal attacks,0,0,,0
85,Personal attacks,1,1,,1
86,Personal attacks,0,0,,0
87,Personal attacks,0,0,,0
88,Personal attacks,0,0,,0
89,Personal attacks,0,0,,0
90,Personal attacks,0,0,,0
91,Personal attacks,0,0,,0
92,Personal attacks,0,0,,0
93,Personal attacks,0,0,,0
94,Personal attacks,0,0,,0
95,Personal attacks,0,0,,0
96,Personal attacks,0,0,,0
97,Personal attacks,0,0,,0
98,Personal attacks,0,0,,0
99,Personal attacks,0,0,,0
100,Personal attacks,0,0,,0
101,Personal attacks,0,0,,0
102,Personal attacks,0,0,,0
103,Personal attacks,0,0,,0
104,Personal attacks,0,0,,0
105,Personal attacks,0,0,,0
106,Personal attacks,1,1,,1
107,Personal attacks,0,0,,0
108,Personal attacks,0,0,,0
109,Personal attacks,0,0,,0
110,Personal attacks,0,0,,0
111,Personal attacks,0,0,,0
112,Personal attacks,0,0,,0
113,Personal attacks,0,0,,0
114,Personal attacks,0,0,,0
115,Personal attacks,1,0,0.0,0
116,Personal attacks,0,0,,0
117,Personal attacks,0,0,,0
118,Personal attacks,0,0,,0
119,Personal attacks,0,0,,0
120,Personal attacks,0,0,,0
121,Personal attacks,0,0,,0
122,Personal attacks,0,1,0.0,0
123,Personal attacks,0,0,,0
124,Personal attacks,0,0,,0
125,Personal attacks,0,0,,0
126,Personal attacks,0,0,,0
127,Personal attacks,0,0,,0
128,Personal attacks,0,0,,0
129,Personal attacks,0,0,,0
130,Personal attacks,0,0,,0
131,Personal attacks,0,0,,0
132,Personal attacks,0,0,,0
133,Personal attacks,1,1,,1
134,Personal attacks,0,0,,0
135,Personal attacks,0,0,,0
136,Personal attacks,0,0,,0
137,Personal attacks,0,0,,0
138,Personal attacks,0,0,,0
139,Personal attacks,1,0,0.0,0
140,Personal attacks,0,0,,0
141,Personal attacks,0,0,,0
142,Personal attacks,0,0,,0
143,Personal attacks,0,0,,0
144,Personal attacks,0,0,,0
145,Personal attacks,1,1,,1
146,Personal attacks,0,0,,0
147,Personal attacks,1,1,,1
148,Personal attacks,0,0,,0
149,Personal attacks,0,0,,0
150,Personal attacks,0,0,,0
151,Personal attacks,0,0,,0
152,Personal attacks,0,0,,0
153,Personal attacks,0,0,,0
154,Personal attacks,0,0,,0
155,Personal attacks,0,0,,0
156,Personal attacks,0,0,,0
157,Personal attacks,0,0,,0
158,Personal attacks,0,0,,0
159,Personal attacks,0,0,,0
160,Personal attacks,0,0,,0
161,Personal attacks,0,0,,0
162,Personal attacks,0,0,,0
163,Personal attacks,0,0,,0
164,Personal attacks,0,0,,0
165,Personal attacks,0,0,,0
166,Personal attacks,0,0,,0
167,Personal attacks,0,0,,0
168,Personal attacks,0,0,,0
169,Personal attacks,1,1,,1
170,Personal attacks,0,0,,0
171,Personal attacks,1,1,,1
172,Personal attacks,0,0,,0
173,Personal attacks,0,0,,0
174,Personal attacks,0,0,,0
175,Personal attacks,0,0,,0
176,Personal attacks,0,0,,0
177,Personal attacks,0,0,,0
178,Personal attacks,0,0,,0
179,Personal attacks,0,1,0.0,0
180,Personal attacks,0,0,,0
181,Personal attacks,0,0,,0
182,Personal attacks,0,0,,0
183,Personal attacks,0,0,,0
184,Personal attacks,0,0,,0
185,Personal attacks,0,0,,0
186,Personal attacks,0,0,,0
187,Personal attacks,0,0,,0
188,Personal attacks,0,0,,0
189,Personal attacks,0,0,,0
190,Personal attacks,1,0,0.0,0
191,Personal attacks,0,1,0.0,0
192,Personal attacks,0,0,,0
193,Personal attacks,0,0,,0
194,Personal attacks,0,0,,0
195,Personal attacks,0,0,,0
196,Personal attacks,1,1,,1
197,Personal attacks,0,0,,0
198,Personal attacks,0,0,,0
199,Personal attacks,0,0,,0
200,Personal attacks,0,0,,0
201,Personal attacks,0,0,,0
202,Personal attacks,0,0,,0
203,Personal attacks,0,0,,0
204,Personal attacks,1,1,,1
205,Personal attacks,0,0,,0
206,Personal attacks,0,0,,0
207,Personal attacks,0,0,,0
208,Personal attacks,0,0,,0
209,Personal attacks,0,0,,0
210,Personal attacks,0,0,,0
211,Personal attacks,0,0,,0
212,Personal attacks,0,0,,0
213,Personal attacks,0,0,,0
214,Personal attacks,0,0,,0
215,Personal attacks,0,0,,0
216,Personal attacks,0,0,,0
217,Personal attacks,0,0,,0
218,Personal attacks,0,0,,0
219,Personal attacks,0,0,,0
220,Personal attacks,0,0,,0
221,Personal attacks,0,0,,0
222,Personal attacks,0,0,,0
223,Personal attacks,0,0,,0
224,Personal attacks,0,0,,0
225,Personal attacks,0,0,,0
226,Personal attacks,1,1,,1
227,Personal attacks,0,0,,0
228,Personal attacks,0,0,,0
229,Personal attacks,0,0,,0
230,Personal attacks,0,0,,0
231,Personal attacks,0,0,,0
232,Personal attacks,0,0,,0
233,Personal attacks,0,0,,0
234,Personal attacks,0,0,,0
235,Personal attacks,0,0,,0
236,Personal attacks,0,0,,0
237,Personal attacks,0,0,,0
238,Personal attacks,0,0,,0
239,Personal attacks,0,0,,0
240,Personal attacks,0,0,,0
241,Personal attacks,0,0,,0
242,Personal attacks,0,0,,0
243,Personal attacks,0,0,,0
244,Personal attacks,0,0,,0
245,Personal attacks,0,0,,0
246,Personal attacks,0,0,,0
247,Personal attacks,1,0,1.0,1
248,Personal attacks,0,0,,0
249,Personal attacks,0,0,,0
250,Personal attacks,0,0,,0
251,Personal attacks,0,0,,0
252,Personal attacks,0,0,,0
253,Personal attacks,0,0,,0
254,Personal attacks,0,0,,0
255,Personal attacks,0,0,,0
256,Personal attacks,0,0,,0
257,Personal attacks,0,0,,0
258,Personal attacks,0,0,,0
259,Personal attacks,0,0,,0
260,Personal attacks,0,0,,0
261,Personal attacks,0,0,,0
262,Personal attacks,0,0,,0
263,Personal attacks,0,0,,0
264,Personal attacks,0,0,,0
265,Personal attacks,1,1,,1
266,Personal attacks,0,0,,0
267,Personal attacks,0,0,,0
268,Personal attacks,0,0,,0
269,Personal attacks,0,0,,0
270,Personal attacks,0,0,,0
271,Personal attacks,0,0,,0
272,Personal attacks,0,0,,0
273,Personal attacks,0,0,,0
274,Personal attacks,0,0,,0
275,Personal attacks,0,0,,0
276,Personal attacks,0,0,,0
277,Personal attacks,0,0,,0
278,Personal attacks,0,0,,0
279,Personal attacks,0,1,1.0,1
280,Personal attacks,0,1,0.0,0
281,Personal attacks,0,0,,0
282,Personal attacks,0,0,,0
283,Personal attacks,0,0,,0
284,Personal attacks,0,0,,0
285,Personal attacks,1,0,0.0,0
286,Personal attacks,0,0,,0
287,Personal attacks,0,0,,0
288,Personal attacks,0,0,,0
289,Personal attacks,0,0,,0
290,Personal attacks,1,1,,1
291,Personal attacks,0,0,,0
292,Personal attacks,0,0,,0
293,Personal attacks,0,0,,0
294,Personal attacks,0,0,,0
295,Personal attacks,0,0,,0
296,Personal attacks,0,0,,0
297,Personal attacks,0,0,,0
298,Personal attacks,0,0,,0
299,Personal attacks,0,0,,0
300,Personal attacks,0,0,,0
301,Personal attacks,1,1,,1
302,Personal attacks,0,0,,0
303,Personal attacks,0,0,,0
304,Personal attacks,0,0,,0
305,Personal attacks,0,0,,0
306,Personal attacks,0,0,,0
307,Personal attacks,1,1,,1
308,Personal attacks,0,0,,0
309,Personal attacks,0,0,,0
310,Personal attacks,1,1,,1
1,Excessive control,0,1,0.0,0
2,Excessive control,0,0,,0
3,Excessive control,0,0,,0
4,Excessive control,0,0,,0
5,Excessive control,0,0,,0
6,Excessive control,0,0,,0
7,Excessive control,0,0,,0
8,Excessive control,0,1,0.0,0
9,Excessive control,0,0,,0
10,Excessive control,0,0,,0
11,Excessive control,0,0,,0
12,Excessive control,0,0,,0
13,Excessive control,0,0,,0
14,Excessive control,0,0,,0
15,Excessive control,0,0,,0
16,Excessive control,0,0,,0
17,Excessive control,0,0,,0
18,Excessive control,0,0,,0
19,Excessive control,0,0,,0
20,Excessive control,0,0,,0
21,Excessive control,0,0,,0
22,Excessive control,0,0,,0
23,Excessive control,0,0,,0
24,Excessive control,0,0,,0
25,Excessive control,0,0,,0
26,Excessive control,0,0,,0
27,Excessive control,0,0,,0
28,Excessive control,0,0,,0
29,Excessive control,0,0,,0
30,Excessive control,0,0,,0
31,Excessive control,0,0,,0
32,Excessive control,0,0,,0
33,Excessive control,0,0,,0
34,Excessive control,0,1,0.0,0
35,Excessive control,1,1,,1
36,Excessive control,0,0,,0
37,Excessive control,0,0,,0
38,Excessive control,0,0,,0
39,Excessive control,0,0,,0
40,Excessive control,0,0,,0
41,Excessive control,0,0,,0
42,Excessive control,0,0,,0
43,Excessive control,0,0,,0
44,Excessive control,0,0,,0
45,Excessive control,0,0,,0
46,Excessive control,0,0,,0
47,Excessive control,0,0,,0
48,Excessive control,1,1,,1
49,Excessive control,0,0,,0
50,Excessive control,0,0,,0
51,Excessive control,0,0,,0
52,Excessive control,0,0,,0
53,Excessive control,0,0,,0
54,Excessive control,0,1,0.0,0
55,Excessive control,0,0,,0
56,Excessive control,0,0,,0
57,Excessive control,0,0,,0
58,Excessive control,0,0,,0
59,Excessive control,0,0,,0
60,Excessive control,0,0,,0
61,Excessive control,0,0,,0
62,Excessive control,0,0,,0
63,Excessive control,0,0,,0
64,Excessive control,1,1,,1
65,Excessive control,0,0,,0
66,Excessive control,0,0,,0
67,Excessive control,0,0,,0
68,Excessive control,0,0,,0
69,Excessive control,0,0,,0
70,Excessive control,0,0,,0
71,Excessive control,0,0,,0
72,Excessive control,0,0,,0
73,Excessive control,0,0,,0
74,Excessive control,0,0,,0
75,Excessive control,0,0,,0
76,Excessive control,0,0,,0
77,Excessive control,0,0,,0
78,Excessive control,0,0,,0
79,Excessive control,0,0,,0
80,Excessive control,1,1,,1
81,Excessive control,0,0,,0
82,Excessive control,0,0,,0
83,Excessive control,1,0,0.0,0
84,Excessive control,0,0,,0
85,Excessive control,0,0,,0
86,Excessive control,0,0,,0
87,Excessive control,0,0,,0
88,Excessive control,0,0,,0
89,Excessive control,0,0,,0
90,Excessive control,0,0,,0
91,Excessive control,0,0,,0
92,Excessive control,1,0,0.0,0
93,Excessive control,0,0,,0
94,Excessive control,0,0,,0
95,Excessive control,1,1,,1
96,Excessive control,0,0,,0
97,Excessive control,0,0,,0
98,Excessive control,0,0,,0
99,Excessive control,0,0,,0
100,Excessive control,0,0,,0
101,Excessive control,0,0,,0
102,Excessive control,0,0,,0
103,Excessive control,1,1,,1
104,Excessive control,0,0,,0
105,Excessive control,0,0,,0
106,Excessive control,0,0,,0
107,Excessive control,0,0,,0
108,Excessive control,0,0,,0
109,Excessive control,0,0,,0
110,Excessive control,0,0,,0
111,Excessive control,0,0,,0
112,Excessive control,0,0,,0
113,Excessive control,0,0,,0
114,Excessive control,0,0,,0
115,Excessive control,0,0,,0
116,Excessive control,0,0,,0
117,Excessive control,0,0,,0
118,Excessive control,0,0,,0
119,Excessive control,0,0,,0
120,Excessive control,0,0,,0
121,Excessive control,0,0,,0
